Enrollment Month,Plan Type,County,Plan Name,Count of Enrollees,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2008-02,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,72318,None,None
2008-02,Two-Plan,Tulare,Health Net/Tulare,17622,None,None
2008-03,COHS,Monterey,Central California Alliance for Health/Monterey,57613,None,None
2008-03,COHS,Napa,Partnership HP of CA/Napa,11187,None,None
2008-03,COHS,Orange,CalOPTIMA / Orange,305497,None,None
2008-03,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",25167,None,None
2008-03,COHS,San Mateo,Hlth Plan of San Mateo,51527,None,None
2008-03,COHS,Santa Barbara,Santa Barbara Hlth Authrty,55573,None,None
2008-03,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,31913,None,None
2008-03,COHS,Solano,Partnership HP of CA/Solano,54281,None,None
2008-03,COHS,Yolo,Partnership HealthPlan of CA/Yolo,24162,None,None
2008-03,Dental,Los Angeles,Access Dental Plan/LA,75116,None,None
2008-03,Dental,Los Angeles,American Health Guard - Dental/LA,17852,None,None
2008-03,Dental,Los Angeles,Care1st Health Plan Dental,17803,None,None
2008-03,Dental,Los Angeles,Community Dental Svcs Inc (LA),5463,None,None
2008-03,Dental,Los Angeles,Health Net of California,31291,None,None
2008-03,Dental,Los Angeles,Liberty Dental Plan of CA (LA),6240,None,None
2008-03,Dental,Los Angeles,Safeguard Dental Inc.,23881,None,None
2008-03,Dental,Los Angeles,Western Dental Svcs/LA,52040,None,None
2008-03,Dental,Riverside,Safeguard Dental Inc.,100,None,None
2008-03,Dental,Riverside,Western Dental Svcs (Riverside),199,None,None
2008-03,Dental,Sacramento,Access Dental Plan/Sacto,52362,None,None
2008-03,Dental,Sacramento,Community Dental Svcs./Sacto,13558,None,None
2008-03,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,27186,None,None
2008-03,Dental,Sacramento,Western Dental Svcs/Sacto,78699,None,None
2008-03,Dental,San Bernardino,Care1st Health Plan Dental,160,None,None
2008-03,Dental,San Bernardino,Safeguard Dental Inc.,599,None,None
2008-03,Dental,San Bernardino,Western Dental Svcs (San Bernardino),417,None,None
2008-03,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,86455,None,None
2008-03,Geographic Managed Care,Sacramento,Health Net/Sac,28467,None,None
2008-03,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,21025,None,None
2008-03,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,20528,None,None
2008-03,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),7916,None,None
2008-03,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,80152,None,None
2008-03,Geographic Managed Care,San Diego ,Health Net/San Diego,24539,None,None
2008-03,Geographic Managed Care,San Diego ,Kaiser/San Diego,10499,None,None
2008-03,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,49663,None,None
2008-03,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,12754,None,None
2008-03,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,86,None,None
2008-03,PACE,San Diego ,St. Paul's PACE,,1,Cell suppressed for small numbers
2008-03,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,919,None,None
2008-03,Prepaid Health Plan,Marin,Kaiser/Marin,676,None,None
2008-03,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,1528,None,None
2008-03,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,856,None,None
2008-03,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1789,None,None
2008-03,SCAN,Los Angeles,SCAN Hlth Plan / LA,2718,None,None
2008-03,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,602,None,None
2008-03,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,773,None,None
2008-03,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,295,None,None
2008-03,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,370,None,None
2008-03,Special Project,Alameda,Cntr Elders Indep/Alameda,397,None,None
2008-03,Special Project,Contra Costa,Center for Elders Independence,25,None,None
2008-03,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,474,None,None
2008-03,Special Project,Sacramento,Sutter SeniorCare/Sac,178,None,None
2008-03,Special Project,San Francisco,Family Mosaic Prj / SF,108,None,None
2008-03,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2008-03,Two-Plan,Alameda,Alameda Alliance for Hlth,77914,None,None
2008-03,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,26881,None,None
2008-03,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,10635,None,None
2008-03,Two-Plan,Contra Costa,Contra Costa Hlth Plan,46868,None,None
2008-03,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,136915,None,None
2008-03,Two-Plan,Fresno,Health Net /Fresno,40440,None,None
2008-03,Two-Plan,Kern,Health Net/Kern,24687,None,None
2008-03,Two-Plan,Kern,Kern Hlth Systems,92811,None,None
2008-03,Two-Plan,Los Angeles,Health Net / LA,419015,None,None
2008-03,Two-Plan,Los Angeles,LA CARE,736484,None,None
2008-03,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,136493,None,None
2008-03,Two-Plan,Riverside,Molina Healthcare of California/Riverside,33256,None,None
2008-03,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,150291,None,None
2008-03,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,49003,None,None
2008-03,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,11796,None,None
2008-03,Two-Plan,San Francisco,San Francisco Hlth Plan,31973,None,None
2008-03,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,27486,None,None
2008-03,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,60702,None,None
2008-03,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,31260,None,None
2008-03,Two-Plan,Santa Clara,Santa Clara Family Hlth,79238,None,None
2008-03,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,46074,None,None
2008-03,Two-Plan,Stanislaus,Health Net/Stanislaus,14580,None,None
2008-03,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,72270,None,None
2008-03,Two-Plan,Tulare,Health Net/Tulare,18083,None,None
2008-04,COHS,Monterey,Central California Alliance for Health/Monterey,58392,None,None
2008-04,COHS,Napa,Partnership HP of CA/Napa,11241,None,None
2008-04,COHS,Orange,CalOPTIMA / Orange,306689,None,None
2008-04,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",25263,None,None
2008-04,COHS,San Mateo,Hlth Plan of San Mateo,51855,None,None
2008-04,COHS,Santa Barbara,Santa Barbara Hlth Authrty,55780,None,None
2008-04,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,32231,None,None
2008-04,COHS,Solano,Partnership HP of CA/Solano,54487,None,None
2008-04,COHS,Yolo,Partnership HealthPlan of CA/Yolo,24259,None,None
2008-04,Dental,Los Angeles,Access Dental Plan/LA,77016,None,None
2008-04,Dental,Los Angeles,American Health Guard - Dental/LA,17944,None,None
2008-04,Dental,Los Angeles,Care1st Health Plan Dental,17911,None,None
2008-04,Dental,Los Angeles,Community Dental Svcs Inc (LA),5376,None,None
2008-04,Dental,Los Angeles,Health Net of California,31258,None,None
2008-04,Dental,Los Angeles,Liberty Dental Plan of CA (LA),6266,None,None
2008-04,Dental,Los Angeles,Safeguard Dental Inc.,23418,None,None
2008-04,Dental,Los Angeles,Western Dental Svcs/LA,52117,None,None
2008-04,Dental,Riverside,Safeguard Dental Inc.,97,None,None
2008-04,Dental,Riverside,Western Dental Svcs (Riverside),197,None,None
2008-04,Dental,Sacramento,Access Dental Plan/Sacto,52550,None,None
2008-04,Dental,Sacramento,Community Dental Svcs./Sacto,13655,None,None
2008-04,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,27388,None,None
2008-04,Dental,Sacramento,Western Dental Svcs/Sacto,79373,None,None
2008-04,Dental,San Bernardino,Care1st Health Plan Dental,156,None,None
2008-04,Dental,San Bernardino,Safeguard Dental Inc.,590,None,None
2008-04,Dental,San Bernardino,Western Dental Svcs (San Bernardino),410,None,None
2008-04,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,87027,None,None
2008-04,Geographic Managed Care,Sacramento,Health Net/Sac,28704,None,None
2008-04,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,21152,None,None
2008-04,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,20401,None,None
2008-04,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),7988,None,None
2008-04,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,80373,None,None
2008-04,Geographic Managed Care,San Diego ,Health Net/San Diego,24863,None,None
2008-04,Geographic Managed Care,San Diego ,Kaiser/San Diego,10716,None,None
2008-04,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,49745,None,None
2008-04,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,12841,None,None
2008-04,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,88,None,None
2008-04,PACE,San Diego ,St. Paul's PACE,15,None,None
2008-04,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,907,None,None
2008-04,Prepaid Health Plan,Marin,Kaiser/Marin,678,None,None
2008-04,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,1538,None,None
2008-04,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,859,None,None
2008-04,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1788,None,None
2008-04,SCAN,Los Angeles,SCAN Hlth Plan / LA,2781,None,None
2008-04,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,592,None,None
2008-04,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,815,None,None
2008-04,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,305,None,None
2008-04,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,397,None,None
2008-04,Special Project,Alameda,Cntr Elders Indep/Alameda,394,None,None
2008-04,Special Project,Contra Costa,Center for Elders Independence,25,None,None
2008-04,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,471,None,None
2008-04,Special Project,Sacramento,Sutter SeniorCare/Sac,173,None,None
2008-04,Special Project,San Francisco,Family Mosaic Prj / SF,110,None,None
2008-04,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2008-04,Two-Plan,Alameda,Alameda Alliance for Hlth,78129,None,None
2008-04,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,26633,None,None
2008-04,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,10709,None,None
2008-04,Two-Plan,Contra Costa,Contra Costa Hlth Plan,47398,None,None
2008-04,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,135754,None,None
2008-04,Two-Plan,Fresno,Health Net /Fresno,42384,None,None
2008-04,Two-Plan,Kern,Health Net/Kern,25156,None,None
2008-04,Two-Plan,Kern,Kern Hlth Systems,93672,None,None
2008-04,Two-Plan,Los Angeles,Health Net / LA,417091,None,None
2008-04,Two-Plan,Los Angeles,LA CARE,734532,None,None
2008-04,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,137038,None,None
2008-04,Two-Plan,Riverside,Molina Healthcare of California/Riverside,33088,None,None
2008-04,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,151014,None,None
2008-04,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,48826,None,None
2008-04,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,11736,None,None
2008-04,Two-Plan,San Francisco,San Francisco Hlth Plan,32024,None,None
2008-04,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,27614,None,None
2008-04,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,61253,None,None
2008-04,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,31196,None,None
2008-04,Two-Plan,Santa Clara,Santa Clara Family Hlth,79923,None,None
2008-04,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,46083,None,None
2008-04,Two-Plan,Stanislaus,Health Net/Stanislaus,14567,None,None
2008-04,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,72370,None,None
2008-04,Two-Plan,Tulare,Health Net/Tulare,18638,None,None
2008-05,COHS,Monterey,Central California Alliance for Health/Monterey,58972,None,None
2008-05,COHS,Napa,Partnership HP of CA/Napa,11350,None,None
2008-05,COHS,Orange,CalOPTIMA / Orange,307569,None,None
2008-05,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",25269,None,None
2008-05,COHS,San Mateo,Hlth Plan of San Mateo,51947,None,None
2008-05,COHS,Santa Barbara,Santa Barbara Hlth Authrty,55734,None,None
2008-05,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,32280,None,None
2008-05,COHS,Solano,Partnership HP of CA/Solano,54494,None,None
2008-05,COHS,Yolo,Partnership HealthPlan of CA/Yolo,24326,None,None
2008-05,Dental,Los Angeles,Access Dental Plan/LA,78274,None,None
2008-05,Dental,Los Angeles,American Health Guard - Dental/LA,17803,None,None
2008-05,Dental,Los Angeles,Care1st Health Plan Dental,17981,None,None
2008-05,Dental,Los Angeles,Community Dental Svcs Inc (LA),5376,None,None
2008-05,Dental,Los Angeles,Health Net of California,31221,None,None
2008-05,Dental,Los Angeles,Liberty Dental Plan of CA (LA),6329,None,None
2008-05,Dental,Los Angeles,Safeguard Dental Inc.,23257,None,None
2008-05,Dental,Los Angeles,Western Dental Svcs/LA,52502,None,None
2008-05,Dental,Riverside,Safeguard Dental Inc.,91,None,None
2008-05,Dental,Riverside,Western Dental Svcs (Riverside),193,None,None
2008-05,Dental,Sacramento,Access Dental Plan/Sacto,52944,None,None
2008-05,Dental,Sacramento,Community Dental Svcs./Sacto,13772,None,None
2008-05,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,27618,None,None
2008-05,Dental,Sacramento,Western Dental Svcs/Sacto,80279,None,None
2008-05,Dental,San Bernardino,Care1st Health Plan Dental,155,None,None
2008-05,Dental,San Bernardino,Safeguard Dental Inc.,582,None,None
2008-05,Dental,San Bernardino,Western Dental Svcs (San Bernardino),401,None,None
2008-05,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,87883,None,None
2008-05,Geographic Managed Care,Sacramento,Health Net/Sac,29041,None,None
2008-05,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,21499,None,None
2008-05,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,20470,None,None
2008-05,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),8073,None,None
2008-05,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,81090,None,None
2008-05,Geographic Managed Care,San Diego ,Health Net/San Diego,25164,None,None
2008-05,Geographic Managed Care,San Diego ,Kaiser/San Diego,11033,None,None
2008-05,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,50180,None,None
2008-05,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,12945,None,None
2008-05,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,89,None,None
2008-05,PACE,San Diego ,St. Paul's PACE,15,None,None
2008-05,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,900,None,None
2008-05,Prepaid Health Plan,Marin,Kaiser/Marin,688,None,None
2008-05,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,1540,None,None
2008-05,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,865,None,None
2008-05,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1792,None,None
2008-05,SCAN,Los Angeles,SCAN Hlth Plan / LA,2763,None,None
2008-05,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,605,None,None
2008-05,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,815,None,None
2008-05,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,302,None,None
2008-05,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,394,None,None
2008-05,Special Project,Alameda,Cntr Elders Indep/Alameda,389,None,None
2008-05,Special Project,Contra Costa,Center for Elders Independence,25,None,None
2008-05,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,487,None,None
2008-05,Special Project,Sacramento,Sutter SeniorCare/Sac,173,None,None
2008-05,Special Project,San Francisco,Family Mosaic Prj / SF,108,None,None
2008-05,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2008-05,Two-Plan,Alameda,Alameda Alliance for Hlth,78842,None,None
2008-05,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,26546,None,None
2008-05,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,10745,None,None
2008-05,Two-Plan,Contra Costa,Contra Costa Hlth Plan,47725,None,None
2008-05,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,135149,None,None
2008-05,Two-Plan,Fresno,Health Net /Fresno,44180,None,None
2008-05,Two-Plan,Kern,Health Net/Kern,25632,None,None
2008-05,Two-Plan,Kern,Kern Hlth Systems,94637,None,None
2008-05,Two-Plan,Los Angeles,Health Net / LA,417832,None,None
2008-05,Two-Plan,Los Angeles,LA CARE,736772,None,None
2008-05,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,139161,None,None
2008-05,Two-Plan,Riverside,Molina Healthcare of California/Riverside,33454,None,None
2008-05,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,153198,None,None
2008-05,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,49077,None,None
2008-05,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,11689,None,None
2008-05,Two-Plan,San Francisco,San Francisco Hlth Plan,32325,None,None
2008-05,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,27717,None,None
2008-05,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,61806,None,None
2008-05,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,31265,None,None
2008-05,Two-Plan,Santa Clara,Santa Clara Family Hlth,80819,None,None
2008-05,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,46290,None,None
2008-05,Two-Plan,Stanislaus,Health Net/Stanislaus,14655,None,None
2008-05,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,72315,None,None
2008-05,Two-Plan,Tulare,Health Net/Tulare,19295,None,None
2008-06,COHS,Monterey,Central California Alliance for Health/Monterey,58877,None,None
2008-06,COHS,Napa,Partnership HP of CA/Napa,11359,None,None
2008-06,COHS,Orange,CalOPTIMA / Orange,309440,None,None
2008-06,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",25123,None,None
2008-06,COHS,San Mateo,Hlth Plan of San Mateo,51996,None,None
2008-06,COHS,Santa Barbara,Santa Barbara Hlth Authrty,55769,None,None
2008-06,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,32285,None,None
2008-06,COHS,Solano,Partnership HP of CA/Solano,54470,None,None
2008-06,COHS,Yolo,Partnership HealthPlan of CA/Yolo,24399,None,None
2008-06,Dental,Los Angeles,Access Dental Plan/LA,79767,None,None
2008-06,Dental,Los Angeles,American Health Guard - Dental/LA,18016,None,None
2008-06,Dental,Los Angeles,Care1st Health Plan Dental,18142,None,None
2008-06,Dental,Los Angeles,Community Dental Svcs Inc (LA),5384,None,None
2008-06,Dental,Los Angeles,Health Net of California,31278,None,None
2008-06,Dental,Los Angeles,Liberty Dental Plan of CA (LA),6399,None,None
2008-06,Dental,Los Angeles,Safeguard Dental Inc.,23163,None,None
2008-06,Dental,Los Angeles,Western Dental Svcs/LA,53066,None,None
2008-06,Dental,Riverside,Safeguard Dental Inc.,92,None,None
2008-06,Dental,Riverside,Western Dental Svcs (Riverside),191,None,None
2008-06,Dental,Sacramento,Access Dental Plan/Sacto,53251,None,None
2008-06,Dental,Sacramento,Community Dental Svcs./Sacto,13966,None,None
