HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score,HPSA Designation Date,HPSA Designation Last Update Date,Data Warehouse Record Create Date
Primary Care,06037600201,Census Tract,LI-MSSA 78.2s/South Central Southwest,1063645969,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,5/23/2014,12/27/2017,1/8/2021
Primary Care,06037600202,Census Tract,LI-MSSA 78.2s/South Central Southwest,1063645969,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,5/23/2014,12/27/2017,1/8/2021
Primary Care,06037600302,Census Tract,LI-MSSA 78.2s/South Central Southwest,1063645969,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,5/23/2014,12/27/2017,1/8/2021
Primary Care,06037600303,Census Tract,LI-MSSA 78.2s/South Central Southwest,1063645969,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,5/23/2014,12/27/2017,1/8/2021
Primary Care,06037600304,Census Tract,LI-MSSA 78.2s/South Central Southwest,1063645969,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,5/23/2014,12/27/2017,1/8/2021
Primary Care,06037600400,Census Tract,LI-MSSA 78.2s/South Central Southwest,1063645969,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,5/23/2014,12/27/2017,1/8/2021
Primary Care,06037272201,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037272202,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037272302,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037273200,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037273300,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037273402,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037273502,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037273600,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037273700,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037273800,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037275101,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037275102,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037275200,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037275500,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037701802,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037701902,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037702002,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037702102,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037702201,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037702202,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037702803,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037990200,Census Tract,Low Income/Homeless-MSSA 78.2z/Venice/Santa Monica S,1063826101,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,11,9/30/1996,10/28/2017,1/8/2021
Primary Care,06037534502,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037535701,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037535702,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037535902,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037536000,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037536102,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037536103,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037536104,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037536200,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037540202,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037540203,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037551201,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037551202,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037551501,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037551502,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037551600,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037551700,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037553400,Census Tract,Low Income - MSSA 78.2sss/Downey Southwest,1063950088,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,4,5/15/2014,10/28/2017,1/8/2021
Primary Care,06037404701,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037404702,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037432401,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037432402,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037432601,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037432602,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037432700,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037432801,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433200,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433302,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433304,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433305,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433306,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433307,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433402,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433403,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433801,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433901,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037433902,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037434001,Census Tract,Low Income - MSSA 78.2oo/El Monte,1064221977,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13,11/4/2010,10/28/2017,1/8/2021
Primary Care,06037502005,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037502302,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037502700,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037502801,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037502802,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037502901,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037502902,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503000,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503103,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503104,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503105,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503106,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503201,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503202,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503302,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503501,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503502,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503701,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037503702,Census Tract,Low Income - MSSA 78.2vv/Los Nietos/Santa Fe Springs,1064495167,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11,11/5/2012,10/28/2017,1/8/2021
Primary Care,06037221900,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037222600,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037222700,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037224600,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037226700,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037228410,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037228420,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037231100,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037231210,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
Primary Care,06037231220,Census Tract,LI-MSSA 78.2l/Exposition Park/Leimert Park,1064693976,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/4/2009,5/23/2017,1/8/2021
